Broad Domain 1,Broad Domain 2,Broad Domain 3,Type,Title,Body,Body #2,Comprehension,Correct response,Incorrect response,Photo Url,Photo Name,Letters Missing,
Salud Mental,,,Positive ,Saliendo de noche,Estás alistándote para salir por la noche. Te das cuenta de que tienes una espinilla en la mejilla. Te sientes guapo.,N/A,¿Crees que te ves bien?,Sí,,https://drive.google.com/file/d/1iG9en_nfEYbr4NEkFMt3-xoAIldZBgYQ/view?usp=sharing,351.jpg,1,
Salud Mental,,,Positive ,Cancelar con amigos,"Recientemente te has sentido agotado y cancelaste los planes que hiciste con tus amigos. Tus amigos expresan frustración, diciendo que planearon esto hace mucho tiempo y querían verte. Piensas que has tomado la mejor decisión para ti mismo. ",N/A,¿Te alegras de haber cancelado tus planes de descansar?,Sí,,https://drive.google.com/file/d/1WuPmRt-VoQfR_ZkT1nzIhMKeljNVUJMz/view?usp=sharing,174.jpg,1,
Salud Mental,Vida Familiar y Doméstica,,Positive ,Puerta con seguro,"Una mañana sales de tu casa y comienzas a dirigirte al trabajo. Unos 10 minutos después de salir, te preguntas si recordaste cerrar la puerta de tu casa. A medida que continúas con tu viaje, confías en ti mismo y te sientes relajado.",N/A,Durante el resto del camino te sientes...,Tranquilo y relajado cuando llegas al trabajo.,Preocupado de que hayas dejado la puerta de tu casa sin seguro.,https://drive.google.com/file/d/1L06ap5ra_s6MnwpMX2bIkWHmxWYaUpYT/view?usp=sharing,157.jpg,1,
Salud Mental,,,Positive ,Sentirse entumecido,"Has estado lidiando con algunas situaciones estresantes recientemente. Estás reflexionando sobre las últimas semanas y te das cuenta de que no has estado muy emocional, lo que te hace pensar que te has vuelto insensible. Recuerdas que lo has sobrellevado bien y probablemente simplemente has mantenido tus emociones estables.",N/A,¿Estás deprimido?,No,,https://drive.google.com/file/d/1lb5unRFMzlCZwR4qVYPDwPXdw7evicTa/view?usp=sharing,327.jpg,1,
Salud Mental,Salud Física,,Negative,Dolor de estómago,Has estado nervioso por una próxima evaluación en el trabajo. El día de la evaluación notas que te duele el estómago. Piensas que el dolor de estómago probablemente se deba a la ansiedad.,N/A,¿El dolor de estómago se debe a la ansiedad?,Sí,No,https://drive.google.com/file/d/1rbCs8iZS6b3LtSyDCOMcEXH8GAlOt4qZ/view?usp=sharing,352.jpg,1,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Trabajo inacabado,"Tuviste un día muy ocupado y no pudiste realizar todas tus tareas. En la cena, tu pareja habla orgullosamente de cómo terminó todo lo que tenía en la lista de tareas pendientes. Al pensar en si podrás completar tu trabajo mañana, te sientes seguro.",N/A,¿Podrás hacer todo?,Sí,,https://drive.google.com/file/d/1XUJUmJyqOQBx5b6nraIfLuK3CHwUNri0/view?usp=sharing,68.jpg,1,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,Salud Física,Resilience/Negation,Fuera de tu control,"Estás a punto de hacer tu primera entrevista en línea para una importante promoción. Haces clic en el enlace cuando es hora de unirte a la reunión, pero tu conexión a internet se corta. Piensas que los entrevistadores podrían asumir que llegaste tarde y sientes náusea.","Después de un minuto, tu conexión a internet vuelve. Inicias sesión de nuevo y te das cuenta de que te sientes más seguro.",¿Te sientes enfermo durante el resto de tu entrevista?,No,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,117.jpg,1,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Reunión uno a uno,"Hoy tienes una reunión individual con tu intimidante jefe, lo que te pone nervioso. Durante la reunión, pierdes momentáneamente el hilo de tus pensamientos. Después de eso, tu ansiedad es tolerable.",N/A,¿Eres capaz de tolerar tu ansiedad mientras te reúnes con tu jefe?,Sí,,https://drive.google.com/file/d/1XdpsyI2ipYQdebyRJI6icWGBOLJlNXCD/view?usp=sharing,16.jpg,1,
Salud Mental,Vida Familiar y Doméstica,,Resilience/Negation,Nerviosismo de cumpleaños,"Tus amigos están organizando una fiesta de cumpleaños para ti en tu casa. Invitaron a mucha gente que estarán ahí para ti. Cuando piensas en toda la gente que vendrá, te sientes nervioso. ",Recuerdas que todos vienen a celebrarte. Esto te hace sentir emocionado.,¿Estás emocionado por toda la atención que recibirás?,Sí,,https://drive.google.com/file/d/1UoBTJwOaRbMpWrYnOWNPOBzR-axREE4s/view?usp=sharing,148.jpg,1,
Salud Mental,,,Positive ,Expresándote,"En el trabajo, tu jefe te da la responsabilidad de resolver un problema complicado. Tienes una idea que crees que podría funcionar, pero te preguntas si es demasiado simplista. Mientras consideras compartir tu idea, decides intentarlo.",N/A,¿Compartarás tu idea?,Sí,,https://drive.google.com/file/d/1ZodO1F5ZuiDVjiFxjsv5k2GCuLpQwIRf/view?usp=sharing,75.jpg,1,
Salud Mental,,,Positive ,Correo electrónico perspicaz,"Durante una reunión hoy, tienes un pensamiento que consideras realmente acertado. No tuviste la oportunidad de compartirlo en la reunión, pero quieres enviar un correo electrónico al jefe de tu departamento al respecto. Al enviar el correo electrónico, te sientes orgulloso de ti mismo por compartir tus ideas.",N/A,¿Valía la pena compartir tu pensamiento?,Sí,,https://drive.google.com/file/d/1azOE2eRIrdOPl9AdAR61tTkqUFdsq0zB/view?usp=sharing,109.jpg,1,
Salud Mental,Situaciones Sociales,,Positive,Una invitación,"Invitas a tu supervisor a un evento este fin de semana. Eres el único de tus amigos que es cercano a tu supervisor y no estás seguro de cómo te percibirán los demás. Mientras te preparas para el evento, te sientes feliz.",N/A,¿Estás contento de que tu supervisor asista al evento de tu escuela?,Sí,,https://drive.google.com/file/d/1b0lHedBVO7x_rukR1faGc_vfaGCmTSgj/view?usp=sharing,341.jpg,1,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Recibir reconocimiento,Recientemente recibiste un ascenso increíble en tu trabajo. De repente sientes que no trabajaste lo suficiente para ganarte la oportunidad. Crees que mereces el ascenso.,N/A,¿Deberías dejar pasar la promoción?,No,,https://drive.google.com/file/d/1azOE2eRIrdOPl9AdAR61tTkqUFdsq0zB/view?usp=sharing,109.jpg,1,
Salud Mental,Situaciones Sociales,,Resilience/Negation,sin aliento,"Corres a una reunión en el trabajo porque crees que podrías llegar tarde. Llegas a tiempo a la sala de reuniones, pero respiras con dificultad y te sientes avergonzado porque la gente te está mirando.",Te recuerdas a ti mismo que es normal necesitar recuperar el aliento después de correr y que la gente sólo te mirará durante unos segundos. Encuentras tu asiento y empiezas a relajarte.,¿Es vergonzoso tener que recuperar el aliento?,No,,https://drive.google.com/file/d/1fK5cnosN9juhwT1bAWSq2FvsfWWj1gyO/view?usp=sharing,353.jpg,1,
Salud Mental,,,Positive ,Expresar tu opinión,"Tus colegas están hablando de un tema actual y te das cuenta de que tienes una opinión diferente a la de ellos. Quieres expresarlo, pero te preocupa que te juzguen. Decides que es mejor ser honesto. ",N/A,¿Deberías evitar añadir a la conversación?,No,,https://drive.google.com/file/d/14E87lNQCbYQYaw2WEZUgqpLVllxzh0qo/view?usp=sharing,197.jpg,1,
Salud Mental,Vida Familiar y Doméstica,,Positive,Tu primer hijo,"Acabas de tener tu primer hijo. Quieres tener una buena relación durante toda la vida de tu hijo, pero te preocupa cometer errores como padre. Cuando tu hijo sea adulto, crees que esa relación será cercana.",N/A,Esperas que la relación con tu hijo adulto sea...,Cariñoso y cercano,Distanciado,https://drive.google.com/file/d/1jHnVJt6AMYU6KRQP6IKFjUXh3Cp1J9b0/view?usp=sharing,137.jpg,1,
Salud Mental,,,Positive ,Clima lluvioso,"Te despiertas, miras por la ventana y ves que afuera está lluvioso y sombrío. Te quedas dentro todo el día y, al recordarlo después, te das cuenta de que la mayor parte del tiempo te sentiste triste por ello. Decides que probablemente fue porque no pudiste salir.",N/A,¿La tristeza de hoy va a durar para siempre?,No,,https://drive.google.com/file/d/1UejoAZIzw5j2-fZDO54rqRL0ITIi4iOf/view?usp=sharing,332.jpg,1,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Resilience/Negation,Sentado en una reunión,Estás en una reunión importante y necesitas prestar atención. En medio de la reunión te das cuenta de que te has desconectado y no sabes qué está pasando. Piensas que algo debe estar mal contigo.,"Tomas un poco de agua y comienzas a sentirte más despierto, recordando que anoche no dormiste tanto como de costumbre. Decides que simplemente estás cansado.",¿Tu distracción es una señal de que hay algún problema en tu cerebro?,No,,https://drive.google.com/file/d/10fLWhto09ulpTOoQ_oICa06UK6vWzttW/view?usp=sharing,46.jpg,1,
Salud Mental,,,Positive ,Enfrentando a un amigo,"En una conversación con un amigo, te dice algo un poco ofensivo y no parece darse cuenta de que te hizo sentir incómodo. Lo confrontas sobre su comentario y por qué fue ofensivo, y en ese momento te preocupas de que estará enojado contigo. Cuando responde, te agradece por tu comunicación y te pide disculpas. ",N/A,¿Estás orgulloso de haberte comunicado con tu amigo?,Sí,,https://drive.google.com/file/d/1Vg9pDOIb4D_9uk_FU-PN67RDhh3URJqT/view?usp=sharing,354.jpg,1,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Negative,Revisando tu trabajo,"Te han llamado para una evaluación de desempeño con tu jefe. En general, haces un buen trabajo, pero sabes que tu jefe ha notado algunos errores recientemente. Mientras te preparas para la revisión, piensas que tu reunión probablemente se centrará en tus defectos.",N/A,"Crees que durante tu evaluación de desempeño, es probable que su jefe diga...","""¡Estos errores son simplemente inaceptables en este momento!""","""Todavía estoy muy contento con el trabajo que has estado haciendo"".",https://drive.google.com/file/d/1EAYPVHFKPfUOp3vNgYgsrQGqdKFYW-a8/view?usp=sharing,49.jpg,1,
Salud Mental,Salud Física,,Positive ,Revisión física anual,"Estás recibiendo tu revisión médica anual. Después de un examen inicial, tu médico indica que algo parece inusual y dice que necesitarán obtener una segunda opinión. Cuando se trata de manejar tu ansiedad mientras esperas en la sala de examen, eres capaz.",N/A,¿Eres capaz de manejar tu ansiedad mientras esperas al doctor?,Sí,,https://drive.google.com/file/d/1gfUANnECP3LDzTjUtm_9lBpdAe3s4Xyw/view?usp=sharing,355.jpg,1,
Salud Mental,Situaciones Sociales,,Positive,Redes sociales,"Mientras te desplazas por tus redes sociales, ves una foto de todos tus amigos pasándolo bien en una llamada de video. No te invitaron a pasar el rato con ellos en línea. Lo piensas y decides que puedes sobrellevar tus sentimientos.",N/A,¿Puedes manejar que a veces tus amigos pasan tiempo sin ti?,Sí,,https://drive.google.com/file/d/1C2a62EXZZgDQ05jLqV6S9eO4NUs2R1SU/view?usp=sharing,356.jpg,2,
Salud Mental,Relaciones Románticas,,Resilience/Negation,Amigos en las relaciones,Todos tus amigos están en relaciones. Actualmente no estás en una relación y te preguntas si hay algo malo en ti. Piensas que eres indeseable.,"Después de un tiempo, te das cuenta de que es muy normal no estar en una relación. Piensas que disfrutas estar soltero y que la persona adecuada aparecerá cuando estés listo. ",¿Eres capaz de estar en una relación?,Sí,No,https://drive.google.com/file/d/1u-_r0tB9RIGlIUC3K6ifS1cUbgd25kEk/view?usp=sharing,228.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Estar a cargo,"Recientemente fuiste elegido para estar a cargo de un grupo de personas nuevas en tu trabajo. Cuando conoces a otras personas a cargo de grupos, sientes que no trabajaste tan duro como ellos y que no mereces este puesto. Te tomas un minuto para pensar en lo que das a tu trabajo y te das cuenta de que has estado dando todo lo que has podido, y la gente definitivamente se dio cuenta de esto.",N/A,¿sientes que mereces tu puesto en tu trabajo?,Sí,,https://drive.google.com/file/d/1cCdFnGwW1dNBLOO7cPWVry3DULHFtlcc/view?usp=sharing,92.jpg,2,
Salud Mental,Relaciones Románticas,,Negative,Una nueva relación,"Llevas un tiempo con tu pareja y todavía te gusta mucho. Recientemente, tu pareja no ha expresado mucha adoración hacia ti y te preguntas si todavía te ama tanto como tú la amas. Crees que ya no te ama.",N/A,¿Tu pareja todavía te ama?,No,Sí,https://drive.google.com/file/d/1VIJYeImFMUm7Aaacnct7HyxaOYy72Mq6/view?usp=sharing,193.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive,Tomar un descanso,"Has estado muy ocupado los últimos meses, y no has tenido mucho tiempo libre. Finalmente tienes la oportunidad de descansar, pero te sientes culpable de tomar un descanso en lugar de completar el trabajo. Crees que mereces relajarte. ",N/A,¿Deberías hacer tu trabajo ahora mismo?,No,,https://drive.google.com/file/d/1OSRDlUvXTNnwLZlxsji3kxnfVjWLAKmD/view?usp=sharing,81.jpg,2,
Salud Mental,,,Positive ,Obteniendo ayuda,"Estos últimos meses, te has sentido muy deprimido y no has estado disfrutando de tus actividades normales. Te preguntas si tratamiento funcionaría para ti, pero te sientes desanimado. A medida que piensas más en buscar ayuda, crees que te ayudaría a sentirte mejor.",N/A,¿Buscar ayuda te ayudará sentir mejor?,Sí,,https://drive.google.com/file/d/1UBORN__WOk3N5lP4X-qA_lwYYhlyyYqS/view?usp=sharing,11.jpg,2,
Salud Mental,Salud Física,,Resilience/Negation,Día caluroso,"Regresando a casa en un día muy caluroso, te tomas un vaso grande de agua rápidamente. Pronto te sientes anormalmente lleno y un poco enfermo del estómago.",N/A,Respondes a la sensación en tu estómago...,Observando las sensaciones sin hacer nada.,Entrando en pánico por las sensaciones y llamando a una ambulancia.,https://drive.google.com/file/d/1zIU7R9B0aDdb2iU_AHp4YbObnLDAts0M/view?usp=sharing,336.jpg,2,
Salud Mental,,,Positive ,Participación en las redes sociales,"Publicas una foto tuya en las redes sociales en la que sientes que te ves muy bien. Después de un par de días, ves que has recibido muy pocas gustas y comentarios. Todavía te sientes seguro en la foto a pesar de tu participación en las redes sociales.",N/A,¿Te ves bien en la foto que publicaste?,Sí,,https://drive.google.com/file/d/1x6YtYEy6hdyz4-M5McGewICI16YWjtav/view?usp=sharing,357.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Sentirse ansioso,"Tienes una gran presentación pendiente. Cuando piensas en pararte frente de gente y hablar, te sientes ansioso. Crees que esto probablemente sea temporal.",N/A,¿siempre sentirás ansiedad?,No,,https://drive.google.com/file/d/1FcB5CvXNaJdV8qJE0nz1NN6MVKPtk2zJ/view?usp=sharing,76.jpg,2,
Salud Mental,Situaciones Sociales,,Positive,Tiempo para ti mismo,"Tu parte favorita del día es relajarte antes de cenar. Cuando empiezas a preparar la cena, te das cuenta de que has estado comiendo solo últimamente, y te sientes triste. Decides que estás bien con este hecho, ya que te da tiempo para reflexionar sobre tu día.",N/A,¿Estás bién con comer solo?,Sí,,https://drive.google.com/file/d/18ON-daCCgtQApC9SVxzPUIsZEHK2kZJK/view?usp=sharing,149.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Quedando atrás,"Recientemente comenzaste un nuevo trabajo. Mientras trabajas, parece que todos los que te rodean saben lo que están haciendo, pero tú aún estás confundido. Crees que esto se debe a que todavía estás aprendiendo y pronto te darás cuenta.",N/A,¿Mejorarás en tu trabajo?,Sí,,https://drive.google.com/file/d/1V3qcOIHvtf7LmQss0ruGtHPfIMlyIauX/view?usp=sharing,21.jpg,2,
Salud Mental,,,Positive ,Tu propio estilo,"Hiciste planes con un grupo de amigos para salir a cenar un viernes por la noche. Cuando vienen a recogerte, ves que están vestidos de manera informal, pero tú decidiste disfrazarte un poco y crees que podrían juzgarte. Decides que te gusta lo que llevas puesto y vas a cenar feliz.",N/A,¿Te cambias de ropa por lo que visten tus amigos?,No,,https://drive.google.com/file/d/12vpSXXIvh5O51Xf7jc-cr6cnonOEz7zw/view?usp=sharing,345.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive,Trabajo placentero,"Tú y algunos compañeros de trabajo recibieron tareas adicionales para completar antes de que termine la semana, y han estado trabajando mucho. Escuchaste a tus compañeros diciendo que sería ""una locura"" disfrutar del trabajo adicional. Piensas en lo productivo que te hace sentir trabajar tan duro y te sientes feliz.",N/A,¿Tienes ganas de completar las tareas adicionales?,Sí,,https://drive.google.com/file/d/18Nfhp9FuaS1pKc7jTO3hXT4vzg-FI7Db/view?usp=sharing,118.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive,Trabajando para salir adelante,"Te acaban de dar un trabajo en una oficina que realmente admiras. Para finalmente recibir el ascenso que deseas, sabes que tendrás que trabajar muy duro durante varios años y el resultado es incierto. Cuando imaginas tu probable puesto en la empresa en el futuro, esperas que te den el trabajo que deseas.",N/A,Piensas que eres...,Capable de hacer el trabajao neccesario para obtener el trabajor que quieres.,Incapable de obtener la posición que quieres.,https://drive.google.com/file/d/1iFL-df-zgCCAJLsGw8Thh-FkkGSlVrbM/view?usp=sharing,23.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Resilience/Negation,Trabajando para salir adelante,"Te acaban de dar un trabajo en una oficina que realmente admiras. Para finalmente recibir el ascenso que deseas, sabes que tendrás que trabajar muy duro durante varios años y el resultado es incierto.","Cuando imaginas tu probable puesto en la empresa en el futuro, no te ves siendo pasado por alto y esperas que te den el trabajo que deseas.",¿Esperas conseguir eventualmente el trabajo que deseas?,Sí,No,https://drive.google.com/file/d/1iFL-df-zgCCAJLsGw8Thh-FkkGSlVrbM/view?usp=sharing,23.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Pensando en preguntas,"Estás en una charla sobre un tema complicado que te emociona mucho. Tienes muchas ideas sobre el tema, pero sientes que las preguntas que hacen los demás son más inteligentes que las tuyas. Piensas en cómo todos probablemente se ponen nerviosos al hablar también, y sabes que no están allí para juzgar.",N/A,¿Las preguntas de los demás son mejores que las tuyas?,No,,https://drive.google.com/file/d/1ZRX4djV0jNJx45cG7BKsaEWYgTgDJGha/view?usp=sharing,89.jpg,2,
Salud Mental,,,Negative ,siendo padre,"Estás pasando tiempo con tu hija pequeña durante el fin de semana. Tu hija es muy dulce, pero a veces te frustras con ella y te preguntas cómo se llevarán ustedes dos en el futuro. Cuando piensas en tu relación con ella a medida que crece, te visualizas sintiéndote frustrado.",N/A,"Pensando en tu futura relación con tu hija, te visualizas...",sintiéndote estresado por ella.,Teniendo una relación amorosa con ella.,https://drive.google.com/file/d/1l-0RqRBinZMdVZ2IJnJYWMKbDwph54bS/view?usp=sharing,325.jpg,2,
Salud Mental,Relaciones Románticas,,Positive,Comparándote con otros,"Recientemente, tu pareja mencionó que encuentra atractiva a cierta celebridad. Esta celebridad no se parece en nada a ti, y te preguntas si tu pareja ha cambiado sus preferencias desde el comienzo de su relación. Piensas que aún está atraída a ti.",N/A,¿Tu pareja se siente atraída a ti?,Sí,No,https://drive.google.com/file/d/1qYR_sw_sAKU_sUueHbH0iJ5hWVTrmZeX/view?usp=sharing,188.jpg,2,
Salud Mental,Situaciones Sociales,,Resilience/Negation,Compartir con alguien nuevo,"Estás hablando con un compañero de trabajo sobre una presentación en la que estás trabajando y parece que está muy interesado. El compañero pide verla, y  tú estás de acuerdo. Antes de mostrarle las diapositivas, lo miras y te sientes bien. ",N/A,¿Te preocupa lo que tu compañero de trabajo piensa de tu presentación?,No,,https://drive.google.com/file/d/1SmdvO4_afqmXobG3NQT5vu5VjsopwX8r/view?usp=sharing,358.jpg,2,
Salud Mental,,,Positive ,Pensando en volar,Estás viendo un programa de televisión sobre personas que viajan a otros países. La idea de volar en avión te hace sentir ansioso. Crees que podrás lidiar con tu ansiedad con éxito.,N/A,¿Eres capaz de tolerar tus sentimientos de ansiedad por los aviones?,Sí,,https://drive.google.com/file/d/1wnxiRUTD_wAP7gp1JGI-BwXD0_dNvvjq/view?usp=sharing,319.jpg,2,
Salud Mental,Situaciones Sociales,,Positive ,Planes para el fin de semana,"Es viernes y escuchas a unos compañeros de trabajo hablando sobre sus planes para el fin de semana. No tienes nada planeado, y sientes que no eres lo suficientemente sociable para estar al nivel de tus compañeros. Cuando imaginas relajarte después de una semana difícil de trabajo, te sientes satisfecho.",N/A,¿Tienes que ser más social?,No,,https://drive.google.com/file/d/13ZH_IEWc7TBZAJNIPDnJW3vs_q7opGcv/view?usp=sharing,359.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Negative,No sentirte preparado,"En el trabajo, tu jefe les pide a todos que levanten la mano si han oído hablar de una técnica de trabajo. Cuando miras a tu alrededor, notas que la mayoría de tus compañeros de trabajo tienen la mano levantada, pero tú no. Esto te hace sentir como si no estuvieras preparado para hacer el trabajo.",N/A,¿Tus compañeros están más prepaados que ti?,Sí,,https://drive.google.com/file/d/143F_jObaBvG1l77hgZir8HruiOBT9qcV/view?usp=sharing,124.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive,Expectativas diferentes,"Buscas en línea si te seleccionaron para un aumento y ves que no lo hicieron, a pesar de que esperabas que sí. Piensas en lo que esto significará para tu futuro y sabes que todo estará bien.",N/A,¿Habrán consecuencias terribles por no obtener este aumento?,No,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,117.jpg,2,
Salud Mental,Salud Física,,Resilience/Negation,Sentirse mareado,"Has estado trabajando duro todo el día y no has comido mucho. Al levantarte de tu escritorio, te sientes mareado y débil, y esto te preocupa un poco.",Decides prestar atención a las sensaciones sin juzgarlas como buenas o malas. Esto reduce tu preocupación y te hace sentir más tranquilo.,¿Disminuirá tu ansiedad si observas tus sensaciones sin juzgar?,Sí,,https://drive.google.com/file/d/1DivZOcoKB52Y-av9UMmPiIogDTLacT_W/view?usp=sharing,360.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive,Gestión de responsabilidades,"Has empezado a hacer voluntariado en una organización local y te ha costado manejarlo junto con el trabajo. Uno de los líderes voluntarios te pregunta si estarías dispuesto a ayudarla con un proyecto fuera de tus responsabilidades habituales y te preocupa que se decepcione si dices que no. Después de pensarlo, le dices que no puedes ayudar con este proyecto debido al trabajo, pero que estás dispuesto a ayudar en el siguiente.",N/A,¿Está bien rechazar responsabilidad adicional?,Sí,,https://drive.google.com/file/d/1mnjPZpYIVahZEm1gr4Zu9gKZfMCjl2Tk/view?usp=sharing,45.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive,Tomar un descanso,"Has estado muy ocupado los últimos meses, y no has tenido mucho tiempo libre. Finalmente tienes la oportunidad de descansar, pero te sientes culpable de tomar un descanso en lugar de completar el trabajo. Crees que mereces relajarte. ",N/A,¿Deberías hacer tu trabajo ahora mismo?,No,,https://drive.google.com/file/d/1OSRDlUvXTNnwLZlxsji3kxnfVjWLAKmD/view?usp=sharing,81.jpg,2,
Salud Mental,,,Positive ,Tus habilidades con los bolos,"Llevas varios años jugando a los bolos en una liga recreativa con algunos amigos. Has mejorado desde que empezaste, pero aún no eres tan hábil como te gustaría ser. Cuando piensas en ti mismo en los años que vienen, ves que tus habilidades con los bolos podrían ser mejores.",N/A,Crees que a medida que sigas jugando a los bolos...,Eventualmente te convertirás en un jugador de bolos fuerte.,Nunca te convertirás en un buen jugador de bolos.,https://drive.google.com/file/d/1oSLgkDZVNtoSTo-1lqoKPGD_AvvZLCdO/view?usp=sharing,322.jpg,2,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Resilience/Negation,Una presentación importante,"Tu jefe está viendo tu presentación en tu reunión de hoy. Durante la presentación, tropiezas mucho con tus palabras. Te sientes derrotado.  ","Mientras te sientes molesto, te das cuenta de que es natural cometer errores. Piensas que tu jefe no se acordará. ",¿Está bien que hayas cometido un error frente a tu jefe?,Sí,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,64.jpg,2,
Salud Mental,,,Positive ,Obteniendo ayuda,"Estos últimos meses, te has sentido muy deprimido y no has estado disfrutando de tus actividades normales. Te preguntas si tratamiento funcionaría para ti, pero te sientes desanimado. A medida que piensas más en buscar ayuda, crees que te ayudaría a sentirte mejor.",N/A,¿Buscar ayuda te ayudará sentir mejor?,Sí,,https://drive.google.com/file/d/1UBORN__WOk3N5lP4X-qA_lwYYhlyyYqS/view?usp=sharing,11.jpg,2,
Salud Mental,,,Positive ,Deprimido,"Has tenido una semana ocupada y estresante. Generalmente estás feliz, pero te has sentido aburrido y triste durante los últimos días. Recuerdas que es normal tener algunos días difíciles.",N/A,Te sientes normal?,Sí,,https://drive.google.com/file/d/1Idh86DIZlODfTEChHpLTlFGu9oVwjF82/view?usp=sharing,48.jpg,2,
Salud Mental,Salud Física,,Positive,Boca seca,Has sentido la boca seca durante unos días. Esto es algo que no has sentido antes. La probabilidad de que la boca seca signifique un problema de salud grave es baja.,N/A,¿Tu boca seca indica que estás enfermo?,No,,https://drive.google.com/file/d/1eG4x0HMf4jIlTARyW3hf9EE8Q_PSqHPE/view?usp=sharing,337.jpg,all,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Resilience/Negation,Revisando tu trabajo,"Te han llamado para una evaluación de desempeño con tu jefe. En general, haces un buen trabajo, pero sabes que tu jefe ha notado algunos errores recientemente.",N/A,¿Crees que tu jefe se centrará principalmente en tus puntos fuertes durante tu evaluación de desempeño?,Sí,No,https://drive.google.com/file/d/1EAYPVHFKPfUOp3vNgYgsrQGqdKFYW-a8/view?usp=sharing,49.jpg,all,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Estar a cargo,"Recientemente fuiste elegido para estar a cargo de un grupo de personas nuevas en tu trabajo. Cuando conoces a otras personas a cargo de grupos, sientes que no trabajaste tan duro como ellos y que no mereces este puesto. Te tomas un minuto para pensar en lo que das a tu trabajo y te das cuenta de que has estado dando todo lo que has podido, y la gente definitivamente se dio cuenta de esto.",N/A,¿sientes que mereces tu puesto en tu trabajo?,Sí,,https://drive.google.com/file/d/1cCdFnGwW1dNBLOO7cPWVry3DULHFtlcc/view?usp=sharing,92.jpg,all,
Salud Mental,Vida Familiar y Doméstica,,Positive ,Conducción segura,"Tu amigo es un buen conductor, pero hoy está lloviendo fuertemente. Está conduciendo muy rápido, así que le pides que reduzca la velocidad. Respiras profundamente, porque las posibilidades de sufrir un accidente son pequeñas. ",N/A,¿Es probable que tengan un accidente?,No,,https://drive.google.com/file/d/1siRWDkC3QgQSt2td67hTE3dcGn8ujdRo/view?usp=sharing,164.jpg,all,
Salud Mental,Vida Familiar y Doméstica,,Negative,Yendo de vacaciones,"Te vas de vacaciones por unos días. Decides verificar nuevamente que todos los electrodomésticos de tu casa estén apagados. Al cerrar la puerta de tu casa, te sientes nervioso.",N/A,¿Estás preocupado por si apagaste todo en la casa?,Sí,,https://drive.google.com/file/d/11L0gcPPltGMNDtkc_O6wRZAj_WWsbX7o/view?usp=sharing,142.jpg,all,
Salud Mental,Académicos/Trabajo/Desarrollo Profesional,,Positive ,Presentación de tu trabajo,"Has estado trabajando duro todo el año en un proyecto y tu jefe de departamento te ha invitado a hablar de ello en un evento. Muchos de tus amigos y compañeros de trabajo estarán allí, y no crees que tu trabajo sea suficiente para impresionarlos. Piensas que tu jefe de departamento te invitó por una razón y tu trabajo vale la pena ver. ",N/A,¿Impresionará tu trabajo a la gente en el evento?,Sí,,https://drive.google.com/file/d/16uno5Nefcm3awk1lVSEJ8eocgzjkR5B0/view?usp=sharing,88.jpg,all,
Salud Mental,,,Resilience/Negation,Tus habilidades con los bolos,"Llevas varios años jugando a los bolos en una liga recreativa con algunos amigos. Has mejorado desde que empezaste, pero aún no eres tan hábil como te gustaría ser.","Cuando piensas en ti mismo en los años que vienen, no crees que tus habilidades para jugar a los bolos se hayan estancado y las consideras fuertes.",¿Crees que acabarás jugando a los bolos a un alto nivel?,Sí,No,https://drive.google.com/file/d/1oSLgkDZVNtoSTo-1lqoKPGD_AvvZLCdO/view?usp=sharing,322.jpg,all,
